full_name,eccentricity,inclination (deg),node (deg),perihelion arg (deg),perihelion distance (au),aphelion distance (au),data_arc,condition_code,n_obs_used,absolute magnitude,n,mean anomaly,time perihelion passage (tdb),spkid,pdes,pha_
 12711 Tukmit (1991 BB),0.2721,38.49,294.97,322.87,0.863,1.51,11750.0,0.0,3095,15.98,0.7628,193.59,2460218.65,20012711,12711,0
 12923 Zephyr (1999 GK4),0.492,5.31,168.18,147.11,0.997,2.93,24823.0,0.0,2532,15.82,0.3585,196.5,2460456.55,20012923,12923,1
 13553 Masaakikoyama (1992 JE),0.464,5.88,193.46,109.99,1.173,3.2,15891.0,0.0,2016,16.54,0.3044,150.55,2459505.96,20013553,13553,0
 13651 (1997 BR),0.3057,17.25,116.65,133.8,0.927,1.74,15689.0,0.0,1038,17.89,0.6386,239.53,2460189.14,20013651,13651,1
 14402 (1991 DB),0.402,11.42,158.22,51.34,1.025,2.4,11243.0,0.0,677,18.78,0.439,62.41,2459858.32,20014402,14402,0
 14827 Hypnos (1986 JK),0.6655,1.98,57.94,238.18,0.951,4.74,12022.0,0.0,187,18.87,0.2056,258.28,2460495.33,20014827,14827,1
 15745 Yuliya (1991 PM5),0.2549,14.43,132.61,140.61,1.281,2.16,14409.0,0.0,1360,17.43,0.4371,22.16,2459949.79,20015745,15745,0
 15817 Lucianotesi (1994 QC),0.1182,13.87,162.49,94.24,1.168,1.48,9636.0,0.0,1672,18.41,0.6465,312.2,2460074.43,20015817,15817,0
 16064 Davidharvey (1999 RH27),0.5893,4.54,335.56,104.76,1.17,4.53,9392.0,0.0,988,16.9,0.205,280.97,2460385.97,20016064,16064,0
 16636 (1993 QP),0.4682,7.21,296.81,47.35,1.228,3.39,10363.0,0.0,981,18.78,0.2807,146.29,2459479.44,20016636,16636,0
 16657 (1993 UB),0.4606,24.95,31.2,21.26,1.229,3.33,10443.0,0.0,516,16.69,0.2867,184.29,2460613.31,20016657,16657,0
 16816 (1997 UF9),0.6041,25.92,37.15,157.97,0.571,2.31,8801.0,0.0,1067,16.29,0.5689,114.26,2459799.66,20016816,16816,0
 16834 (1997 WU22),0.4422,15.99,260.77,334.33,0.819,2.12,12594.0,0.0,3333,15.8,0.5542,275.08,2460153.72,20016834,16834,0
 16912 Rhiannon (1998 EP8),0.2727,24.52,169.18,221.19,1.274,2.23,10956.0,0.0,257,17.92,0.4253,29.58,2459930.96,20016912,16912,0
 16960 (1998 QS52),0.8589,17.52,260.17,243.25,0.31,4.09,14315.0,0.0,2009,14.42,0.302,127.43,2459578.47,20016960,16960,1
 17181 (1999 UM3),0.6739,10.65,113.56,36.79,0.773,3.97,24329.0,0.0,1121,16.6,0.2702,113.73,2459579.57,20017181,17181,0
 17182 (1999 VU),0.5536,9.27,333.51,203.2,0.619,2.15,16582.0,0.0,1223,17.15,0.6034,23.69,2459961.25,20017182,17182,0
 17188 (1999 WC2),0.6371,29.45,269.77,287.26,0.804,3.63,11994.0,0.0,632,16.44,0.2988,353.07,2460023.68,20017188,17188,0
 17274 (2000 LC16),0.5537,5.57,305.73,21.4,1.22,4.25,24290.0,0.0,1906,16.87,0.2181,358.36,2460008.0,20017274,17274,0
 17511 (1992 QN),0.3588,9.58,355.9,202.42,0.763,1.62,11100.0,0.0,2718,17.32,0.7597,275.15,2460112.19,20017511,17511,0
 18106 Blume (2000 NX3),0.512,4.22,109.18,235.0,1.193,3.7,16698.0,0.0,394,17.86,0.258,317.75,2460164.3,20018106,18106,0
 18109 (2000 NG11),0.3679,0.81,59.54,319.27,1.189,2.57,25767.0,0.0,1525,17.2,0.3821,248.21,2460293.11,20018109,18109,0
 18172 (2000 QL7),0.5112,17.83,338.46,100.7,1.185,3.66,15646.0,0.0,4233,15.71,0.2611,305.8,2460208.13,20018172,18172,0
 18736 (1998 NU),0.4908,2.81,297.43,222.96,1.197,3.5,25199.0,0.0,1732,15.99,0.2735,35.44,2459870.95,20018736,18736,0
 18882 (1999 YN4),0.2321,36.81,291.69,242.64,1.294,2.08,25044.0,0.0,2753,16.03,0.4506,139.58,2459690.72,20018882,18882,0
 19356 (1997 GH3),0.5597,3.01,186.5,334.21,1.105,3.91,10260.0,0.0,657,17.01,0.248,205.63,2460623.07,20019356,19356,0
 19764 (2000 NF5),0.4426,1.32,281.49,9.6,1.245,3.22,11948.0,0.0,3111,16.11,0.2953,289.69,2460238.65,20019764,19764,0
 20086 (1994 LW),0.6231,21.77,237.15,58.01,1.2,5.17,10172.0,0.0,513,16.7,0.1736,11.88,2459932.04,20020086,20086,0
 20236 (1998 BZ7),0.5602,6.5,111.31,104.44,0.895,3.18,9019.0,0.0,343,17.71,0.3395,198.93,2460474.95,20020236,20236,0
 20255 (1998 FX2),0.4923,9.96,180.94,17.58,1.092,3.21,9044.0,0.0,676,18.45,0.3124,317.27,2460137.27,20020255,20255,0
 20425 (1998 VD35),0.4769,6.99,227.26,296.32,0.818,2.31,2448.0,1.0,51,20.51,0.5037,90.52,2459820.8,20020425,20425,1
 20429 (1998 YN1),0.4642,6.3,61.75,147.62,0.834,2.28,8437.0,0.0,591,17.75,0.5077,97.9,2459807.68,20020429,20429,0
 20460 Robwhiteley (1999 LO28),0.4119,33.93,280.06,283.64,1.104,2.65,24744.0,0.0,5148,15.25,0.3833,113.6,2459704.12,20020460,20460,0
 20790 (2000 SE45),0.5562,8.3,302.9,168.9,1.222,4.28,11151.0,0.0,902,16.66,0.2158,310.77,2460228.65,20020790,20790,0
 20826 (2000 UV13),0.6361,31.92,347.29,198.69,0.88,3.96,25332.0,0.0,3190,13.86,0.262,296.11,2460244.34,20020826,20826,0
 21088 Chelyabinsk (1992 BL2),0.2386,38.46,297.84,27.16,1.299,2.11,12122.0,0.0,5862,14.33,0.4422,123.13,2459722.03,20021088,21088,0
 21277 (1996 TO5),0.5204,20.95,167.38,250.1,1.14,3.62,12152.0,0.0,983,16.16,0.2688,45.69,2459830.52,20021277,21277,0
 21374 (1997 WS22),0.1205,23.98,59.2,197.18,1.116,1.42,17084.0,0.0,1352,17.47,0.6892,35.87,2459948.45,20021374,21374,0
 22099 (2000 EX106),0.2763,9.85,136.44,186.57,0.799,1.41,10668.0,0.0,2247,17.98,0.8492,170.67,2459799.52,20022099,22099,0
 22753 (1998 WT),0.5698,3.2,307.4,324.77,0.524,1.91,24257.0,0.0,1119,17.69,0.7323,85.9,2459883.21,20022753,22753,1
 22771 (1999 CU3),0.5239,11.4,338.95,305.8,0.751,2.4,8848.0,0.0,2566,16.96,0.498,318.08,2460084.68,20022771,22771,0
 23183 (2000 OY21),0.4009,40.97,119.65,301.44,1.093,2.56,10273.0,0.0,1241,16.07,0.4001,359.13,2460002.68,20023183,23183,0
 23187 (2000 PN9),0.5893,51.33,164.31,293.52,0.759,2.94,11709.0,0.0,2093,16.06,0.3927,291.93,2460173.86,20023187,23187,1
 23548 (1994 EF2),0.5176,23.44,345.86,124.28,1.104,3.47,10082.0,0.0,247,17.13,0.2845,142.39,2459500.02,20023548,23548,0
 23606 (1996 AS1),0.3611,14.36,296.62,357.62,1.118,2.38,13647.0,0.0,722,18.4,0.4257,94.85,2459777.7,20023606,23606,0
 23714 (1998 EC3),0.5163,8.4,127.86,128.95,1.029,3.23,9202.0,0.0,816,16.83,0.3174,334.55,2460080.66,20023714,23714,0
 24443 (2000 OG),0.8223,25.75,178.12,231.17,0.411,4.21,10536.0,0.0,615,16.42,0.2805,139.14,2459504.42,20024443,24443,0
 24445 (2000 PM8),0.546,23.78,203.16,219.07,1.003,3.42,11737.0,0.0,1573,14.8,0.3,299.51,2460202.14,20024445,24445,0
 24475 (2000 VN2),0.4412,14.63,76.4,32.68,1.104,2.85,8230.0,0.0,1186,16.4,0.3551,0.81,2459998.21,20024475,24475,0
 24761 Ahau (1993 BW2),0.3058,21.92,121.05,287.53,0.927,1.74,10387.0,0.0,816,17.44,0.6391,222.53,2460215.61,20024761,24761,0
 25143 Itokawa (1998 SF36),0.2801,1.62,69.08,162.81,0.953,1.7,8588.0,0.0,951,19.26,0.6468,114.48,2459823.5,20025143,25143,1
 25330 (1999 KV4),0.3709,14.33,50.54,86.09,0.969,2.11,15553.0,0.0,1422,16.79,0.5155,179.86,2459651.63,20025330,25330,0
 25916 (2001 CP44),0.4981,15.74,94.66,199.8,1.286,3.84,18171.0,0.0,5083,13.68,0.2404,41.66,2459827.18,20025916,25916,0
 26166 (1995 QN3),0.6442,14.78,185.71,62.88,1.174,5.43,24177.0,0.0,385,16.82,0.1643,232.87,2460774.09,20026166,26166,0
 26310 (1998 TX6),0.4685,5.38,210.85,98.91,1.138,3.14,26253.0,0.0,132,19.31,0.3147,314.98,2460143.54,20026310,26310,0
 26379 (1999 HZ1),0.5761,8.68,252.11,200.58,0.681,2.53,5788.0,1.0,69,18.2,0.4842,309.38,2460105.04,20026379,26379,0
 26663 (2000 XK47),0.472,13.53,303.65,231.16,0.816,2.28,17537.0,0.0,396,18.19,0.5127,161.23,2459686.03,20026663,26663,1
 26760 (2001 KP41),0.5576,11.02,146.25,155.2,1.262,4.44,9819.0,0.0,1502,15.51,0.2046,166.39,2459187.44,20026760,26760,0
 26817 (1987 QB),0.5942,3.5,153.19,156.58,1.138,4.47,12226.0,0.0,108,19.49,0.21,211.01,2460710.04,20026817,26817,0
 27002 (1998 DV9),0.4332,8.7,130.35,0.81,0.989,2.5,8980.0,0.0,512,18.31,0.4279,306.86,2460124.69,20027002,27002,1
 27031 (1998 RO4),0.4249,5.36,191.86,111.84,1.231,3.05,26181.0,0.0,412,17.97,0.3148,313.67,2460147.66,20027031,27031,0
 27346 (2000 DN8),0.399,36.95,135.21,269.25,1.127,2.62,16329.0,0.0,1220,15.9,0.3838,64.88,2459831.48,20027346,27346,0
 29075 (1950 DA),0.5083,12.17,356.65,224.66,0.835,2.56,26732.0,0.0,1011,17.28,0.4454,316.21,2460098.83,20029075,29075,1
 30825 (1990 TG1),0.681,8.74,205.02,33.68,0.777,4.09,11807.0,0.0,1828,14.79,0.2592,244.91,2460444.48,20030825,30825,0
 30997 (1995 UO5),0.6434,36.26,38.62,151.16,0.556,2.56,9890.0,0.0,260,17.3,0.5058,262.69,2460192.88,20030997,30997,0
 31210 (1998 BX7),0.5023,8.96,144.92,271.34,1.296,3.91,24617.0,0.0,1402,16.39,0.2344,16.96,2459928.17,20031210,31210,0
 31221 (1998 BP26),0.2571,20.22,331.03,186.82,1.28,2.17,9220.0,0.0,1032,17.31,0.4357,23.42,2459946.75,20031221,31221,0
 31345 (1998 PG),0.3914,6.5,222.69,156.19,1.227,2.8,16301.0,0.0,1548,17.61,0.3444,184.21,2460510.93,20031345,31345,0
 31346 (1998 PB1),0.4298,5.96,299.73,350.51,1.157,2.9,8929.0,0.0,650,17.25,0.3409,183.87,2460517.12,20031346,31346,0
 31662 (1999 HP11),0.5479,18.82,13.95,312.04,0.722,2.47,8765.0,0.0,68,19.54,0.488,226.01,2460275.05,20031662,31662,0
 31669 (1999 JT6),0.5777,9.54,78.79,39.1,0.902,3.37,9575.0,0.0,756,16.15,0.3156,268.1,2460291.72,20031669,31669,1
 32906 (1994 RH),0.4401,18.94,331.17,92.31,1.259,3.24,13737.0,0.0,2656,15.94,0.2924,127.25,2459565.31,20032906,32906,0
 33342 (1998 WT24),0.4176,7.37,81.67,167.53,0.419,1.02,8489.0,0.0,1842,18.02,1.617,136.98,2459915.81,20033342,33342,1
 34613 (2000 UR13),0.3873,6.18,315.29,286.14,1.268,2.87,32561.0,0.0,1274,16.09,0.3312,301.7,2460176.56,20034613,34613,0
 35107 (1991 VH),0.1442,13.91,139.35,206.97,0.973,1.3,10717.0,0.0,3917,16.91,0.8126,332.98,2460033.75,20035107,35107,1
 35396 (1997 XF11),0.4837,4.1,213.65,103.05,0.745,2.14,12121.0,0.0,2243,17.03,0.569,290.64,2460122.4,20035396,35396,1
 35432 (1998 BG9),0.5451,13.14,115.32,1.6,1.138,3.86,8861.0,0.0,294,19.39,0.2491,109.88,2459559.43,20035432,35432,0
 35670 (1998 SU27),0.5964,7.14,271.34,169.83,0.856,3.39,1238.0,0.0,119,19.57,0.3189,299.17,2460191.24,20035670,35670,0
 36017 (1999 ND43),0.3143,5.55,332.08,52.11,1.045,2.0,8708.0,0.0,965,19.3,0.5241,156.2,2459702.46,20036017,36017,0
 36183 (1999 TX16),0.3325,38.22,54.65,311.19,1.035,2.07,9268.0,0.0,1230,16.33,0.5101,62.45,2459878.08,20036183,36183,0
 36236 (1999 VV),0.4237,58.04,241.07,19.77,0.768,1.9,15755.0,0.0,1174,15.98,0.6408,176.05,2459725.77,20036236,36236,0
 36284 (2000 DM8),0.5538,46.76,323.16,317.96,0.662,2.31,8425.0,0.0,2751,15.01,0.545,161.4,2459704.35,20036284,36284,0
 37336 (2001 RM),0.4835,36.67,223.64,118.02,1.164,3.34,16293.0,0.0,1380,15.79,0.2914,134.76,2459538.06,20037336,37336,0
 37638 (1993 VB),0.5196,5.08,145.59,323.15,0.919,2.91,10788.0,0.0,928,19.28,0.3724,13.13,2459965.25,20037638,37638,1
 37655 Illapa (1994 PM),0.7524,18.03,139.54,303.88,0.366,2.59,10167.0,0.0,649,17.85,0.5487,285.85,2460135.65,20037655,37655,1
 38071 (1999 GU3),0.5077,12.74,195.49,8.82,1.029,3.15,8691.0,0.0,474,19.57,0.3264,326.25,2460103.92,20038071,38071,1
 38086 Beowulf (1999 JB),0.5663,23.67,165.33,178.97,0.616,2.22,10918.0,0.0,913,17.36,0.5824,327.38,2460056.5,20038086,38086,0
 38091 (1999 JT3),0.4013,9.33,64.82,225.09,1.299,3.04,15426.0,0.0,840,16.3,0.3085,121.41,2459606.93,20038091,38091,0
 38239 (1999 OR3),0.5756,9.44,199.94,28.1,0.864,3.21,7108.0,0.0,183,18.26,0.3393,66.36,2459804.91,20038239,38239,0
 39565 (1992 SL),0.3342,8.6,0.96,344.78,1.093,2.19,26407.0,0.0,393,18.46,0.4684,174.97,2459626.95,20039565,39565,0
 39572 (1993 DQ1),0.492,10.02,313.55,344.86,1.035,3.04,10595.0,0.0,795,16.56,0.339,2.3,2459993.72,20039572,39572,1
 39796 (1997 TD),0.4679,12.92,158.95,171.0,1.198,3.3,13105.0,0.0,923,15.84,0.2919,195.09,2460565.44,20039796,39796,0
 40263 (1999 FQ5),0.1611,25.85,172.81,198.72,1.254,1.74,12879.0,0.0,835,17.79,0.5392,188.25,2460319.01,20040263,40263,0
 40267 (1999 GJ4),0.8085,34.49,148.22,211.94,0.256,2.42,24868.0,0.0,3063,15.57,0.6363,14.71,2459977.38,20040267,40267,0
 40329 (1999 ML),0.4544,2.52,210.91,112.08,1.236,3.3,8285.0,0.0,599,17.8,0.2889,326.69,2460115.78,20040329,40329,0
 41429 (2000 GE2),0.5553,2.17,351.92,297.22,0.708,2.48,9012.0,0.0,384,20.66,0.4904,108.65,2459778.94,20041429,41429,1
 41440 (2000 HZ23),0.2114,15.11,64.04,200.06,1.242,1.91,8970.0,0.0,197,19.88,0.4984,166.16,2459667.13,20041440,41440,0
 42286 (2001 TN41),0.3917,24.07,55.83,150.91,0.863,1.98,17033.0,0.0,860,16.67,0.5827,119.02,2459796.25,20042286,42286,0
 48603 (1995 BC2),0.4299,5.03,328.23,81.79,1.093,2.74,13397.0,0.0,535,17.82,0.3711,240.18,2460323.34,20048603,48603,0
 52340 (1992 SY),0.5473,8.08,5.26,116.33,1.001,3.42,13230.0,0.0,672,18.1,0.2995,39.17,2459869.71,20052340,52340,0
 52381 (1993 HA),0.144,7.73,183.26,263.85,1.094,1.46,10672.0,0.0,389,20.07,0.682,350.06,2460015.07,20052381,52381,0
 52387 Huitzilopochtli (1993 OM7),0.1896,24.15,297.57,195.56,1.039,1.53,10627.0,0.0,1421,17.77,0.6789,297.03,2460093.26,20052387,52387,0
 52689 (1998 FF2),0.2924,10.98,4.68,265.12,1.105,2.02,9059.0,0.0,298,19.17,0.505,220.43,2460276.86,20052689,52689,0
 52750 (1998 KK17),0.5248,11.17,141.32,334.14,0.678,2.18,10947.0,0.0,2161,16.56,0.5783,239.96,2460208.06,20052750,52750,0
 52760 (1998 ML14),0.6235,2.43,338.72,20.31,0.907,3.91,8657.0,0.0,643,17.51,0.2636,189.0,2460649.29,20052760,52760,1
 52761 (1998 MN14),0.2242,19.48,258.98,350.42,1.206,1.9,9064.0,0.0,408,17.99,0.5085,276.43,2460164.85,20052761,52761,0
 52762 (1998 MT24),0.6527,33.85,309.02,254.45,0.839,3.99,25273.0,0.0,794,14.92,0.2623,231.77,2460489.36,20052762,52762,0
 52768 (1998 OR2),0.5754,5.88,26.94,174.58,1.011,3.75,12963.0,0.0,5941,16.04,0.2684,280.16,2460298.02,20052768,52768,1
 53110 (1999 AR7),0.2146,40.62,85.42,58.24,1.292,2.0,8321.0,0.0,1209,16.73,0.4674,115.04,2459754.37,20053110,53110,0
 53319 (1999 JM8),0.6416,13.84,133.62,166.83,0.976,4.47,11958.0,0.0,1385,15.36,0.2193,97.09,2459557.81,20053319,53319,1
 53409 (1999 LU7),0.6283,10.88,206.69,147.76,0.781,3.42,7620.0,0.0,117,18.73,0.3235,250.48,2460339.02,20053409,53409,0
 53426 (1999 SL5),0.5382,22.77,239.07,43.35,0.888,2.96,8639.0,0.0,868,17.24,0.3695,306.3,2460145.83,20053426,53426,1
 53429 (1999 TF5),0.6399,26.79,199.21,64.07,0.729,3.32,8427.0,0.0,148,18.94,0.3425,75.89,2459778.91,20053429,53429,1
 53430 (1999 TY16),0.4035,60.41,241.91,156.95,1.252,2.95,8628.0,0.0,905,16.69,0.3241,255.72,2460322.2,20053430,53430,0
 53435 (1999 VM40),0.4832,15.35,51.35,354.47,1.194,3.43,17462.0,0.0,2728,14.74,0.2805,241.01,2460424.65,20053435,53435,0
 53550 (2000 BF19),0.4196,7.17,313.21,324.92,0.868,2.12,11373.0,0.0,271,19.16,0.5389,103.81,2459807.89,20053550,53550,1
 53789 (2000 ED104),0.2693,40.79,190.02,218.34,1.002,1.74,24289.0,0.0,929,17.41,0.6142,228.36,2460214.81,20053789,53789,1
 54071 (2000 GQ146),0.1975,23.44,36.34,128.32,1.067,1.59,12648.0,0.0,1115,17.45,0.6431,6.92,2459989.74,20054071,54071,0
 54401 (2000 LM),0.2623,18.95,240.84,67.14,1.262,2.16,11902.0,0.0,1064,17.23,0.4405,32.66,2459926.36,20054401,54401,0
 54509 YORP (2000 PH5),0.23,1.6,278.2,278.98,0.775,1.24,1826.0,0.0,550,22.66,0.9769,233.21,2460130.29,20054509,54509,0
 54660 (2000 UJ1),0.2807,46.69,223.71,158.02,1.062,1.89,8253.0,0.0,677,17.94,0.5492,157.82,2459713.13,20054660,54660,0
 54686 (2001 DU8),0.3417,33.21,161.7,265.89,1.17,2.38,12592.0,0.0,1177,16.63,0.4161,157.66,2459621.64,20054686,54686,0
 54690 (2001 EB),0.2565,35.36,33.52,99.59,1.212,2.05,25344.0,0.0,396,17.52,0.4738,230.8,2460273.18,20054690,54690,0
 54789 (2001 MZ7),0.2875,24.47,130.08,20.01,1.265,2.29,16029.0,0.0,8682,15.13,0.4165,175.64,2459578.75,20054789,54789,0
 55408 (2001 TC2),0.2246,30.39,193.83,353.54,0.853,1.35,14180.0,0.0,255,18.82,0.8545,53.75,2459937.6,20055408,55408,0
 55532 (2001 WG2),0.6957,38.54,81.41,132.38,0.546,3.04,25217.0,0.0,700,16.14,0.4101,248.2,2460273.14,20055532,55532,0
 65674 (1988 SM),0.344,10.95,0.87,313.32,1.092,2.24,12231.0,0.0,333,18.28,0.4589,29.27,2459936.72,20065674,65674,0
 65679 (1989 UQ),0.2646,1.3,178.1,15.01,0.673,1.16,23014.0,0.0,743,19.62,1.127,240.05,2460106.97,20065679,65679,1
 65690 (1991 DG),0.3633,11.14,180.12,63.32,0.909,1.95,11626.0,0.0,1172,19.06,0.5778,225.69,2460232.94,20065690,65690,1
 65706 (1992 NA),0.5559,9.64,349.19,8.71,1.064,3.73,11216.0,0.0,701,16.57,0.2656,77.82,2459707.51,20065706,65706,0
 65717 (1993 BX3),0.2809,2.81,174.76,290.97,1.003,1.79,10452.0,0.0,5561,20.71,0.5979,105.81,2459823.54,20065717,65717,1
 65733 (1993 PC),0.4743,4.15,336.92,168.69,0.607,1.7,10157.0,0.0,754,18.43,0.7948,119.16,2459850.57,20065733,65733,0
 65803 Didymos (1996 GT),0.3833,3.41,72.99,319.56,1.013,2.27,9781.0,0.0,3121,18.12,0.4682,59.09,2459874.29,20065803,65803,1
 65909 (1998 FH12),0.5398,3.56,108.6,284.49,0.502,1.68,9149.0,0.0,523,19.3,0.8648,38.06,2459956.49,20065909,65909,1
 65996 (1998 MX5),0.6043,9.55,265.25,57.22,1.162,4.71,9269.0,0.0,939,18.55,0.1959,326.1,2460173.57,20065996,65996,0
 66008 (1998 QH2),0.3627,61.01,168.93,14.02,0.909,1.94,9640.0,0.0,1508,15.99,0.5787,283.0,2460133.56,20066008,66008,0
 66063 (1998 RO1),0.72,22.69,351.85,151.17,0.277,1.7,9064.0,0.0,1321,18.15,0.9991,187.19,2460173.46,20066063,66063,0
 66146 (1998 TU3),0.4838,5.41,101.99,84.88,0.407,1.17,14576.0,0.0,1819,14.43,1.41,104.58,2459926.34,20066146,66146,0
 66251 (1999 GJ2),0.1981,11.28,196.2,142.5,1.231,1.84,14031.0,0.0,2311,17.04,0.518,74.42,2459856.82,20066251,66251,0
 66253 (1999 GT3),0.8378,19.5,157.37,261.09,0.216,2.45,8446.0,0.0,402,18.41,0.6397,219.61,2460219.95,20066253,66253,0
 66272 (1999 JW6),0.1433,51.31,66.38,68.46,1.292,1.72,8782.0,0.0,974,17.22,0.5325,23.83,2459955.76,20066272,66272,0
 66391 Moshup (1999 KW4),0.6884,38.88,244.9,192.64,0.2,1.08,8845.0,0.0,3762,16.64,1.914,228.3,2460069.3,20066391,66391,1
 66400 (1999 LT7),0.5725,9.06,79.8,341.4,0.366,1.35,12839.0,0.0,602,19.29,1.246,219.8,2460113.04,20066400,66400,0
 66407 (1999 LQ28),0.1201,21.77,94.99,320.54,1.055,1.34,14144.0,0.0,347,19.02,0.7512,236.91,2460164.35,20066407,66407,0
 66959 (1999 XO35),0.5657,20.62,81.9,293.48,1.103,3.98,7357.0,0.0,626,16.94,0.2436,285.92,2460304.6,20066959,66959,0
 67367 (2000 LY27),0.2127,9.02,264.52,184.83,1.03,1.59,16510.0,0.0,489,17.13,0.6585,213.86,2460222.43,20067367,67367,1
 67381 (2000 OL8),0.5432,10.67,294.9,266.87,0.603,2.04,8155.0,0.0,220,19.81,0.6496,8.38,2459987.6,20067381,67381,1
 67399 (2000 PJ6),0.3462,14.69,332.88,225.29,0.851,1.75,25697.0,0.0,326,18.4,0.664,167.91,2459747.61,20067399,67399,0
 68031 (2000 YK29),0.1286,15.17,123.64,31.89,1.2,1.55,10678.0,0.0,945,18.14,0.6103,209.68,2460246.81,20068031,68031,0
 68063 (2000 YJ66),0.4579,5.72,308.85,50.34,1.265,3.4,12248.0,0.0,3237,15.5,0.2765,142.39,2459485.52,20068063,68063,0
 68216 (2001 CV26),0.3266,17.99,18.14,48.73,0.889,1.75,7784.0,0.0,2505,16.63,0.65,271.82,2460136.15,20068216,68216,1
 68267 (2001 EA16),0.4273,38.83,8.01,317.44,0.865,2.15,8105.0,0.0,476,17.05,0.5313,204.43,2460293.31,20068267,68267,0
 68278 (2001 FC7),0.1145,2.62,99.1,234.45,1.271,1.6,9731.0,0.0,1488,18.5,0.5729,124.41,2459783.34,20068278,68278,0
 68346 (2001 KZ66),0.4166,16.7,219.37,140.28,0.879,2.14,15852.0,0.0,1084,16.93,0.5325,174.29,2459673.19,20068346,68346,1
 68347 (2001 KB67),0.3801,17.12,245.86,243.79,0.596,1.33,7444.0,0.0,614,19.92,1.044,85.46,2459918.68,20068347,68347,1
 68348 (2001 LO7),0.8409,25.36,236.22,181.64,0.343,3.97,25194.0,0.0,1349,14.25,0.3115,225.89,2460431.01,20068348,68348,0
 68350 (2001 MK3),0.2475,29.57,128.85,328.53,1.256,2.08,24628.0,0.0,5948,16.05,0.4569,214.47,2460319.02,20068350,68350,0
 68359 (2001 OZ13),0.1742,9.86,99.21,29.26,1.253,1.78,10336.0,0.0,2618,17.98,0.5273,16.43,2459969.35,20068359,68359,0
 68372 (2001 PM9),0.416,8.11,252.97,322.32,0.945,2.29,7789.0,0.0,364,18.97,0.4789,230.62,2460270.69,20068372,68372,1
 68548 (2001 XR31),0.4365,22.71,302.04,24.73,0.962,2.45,10633.0,0.0,725,16.71,0.442,281.33,2460178.5,20068548,68548,1
 68950 (2002 QF15),0.3443,25.15,236.21,255.57,0.693,1.42,24191.0,0.0,2928,16.39,0.9069,230.4,2460143.4,20068950,68950,1
 69230 Hermes (1937 UB),0.6237,6.07,34.06,92.91,0.623,2.69,31254.0,0.0,2608,17.53,0.4628,1.62,2459997.0,20069230,69230,1
 85182 (1991 AQ),0.7773,3.12,339.51,243.08,0.495,3.95,11203.0,0.0,391,17.14,0.2977,240.56,2460401.67,20085182,85182,1
 85184 (1991 JG1),0.1846,33.88,226.38,322.78,1.12,1.63,16417.0,0.0,1038,18.41,0.612,293.29,2460109.51,20085184,85184,0
 85236 (1993 KH),0.3111,12.81,54.36,293.83,0.85,1.62,10947.0,0.0,1058,18.75,0.7192,181.1,2460249.26,20085236,85236,1
 85275 (1994 LY),0.4422,17.72,141.15,202.89,1.055,2.73,10188.0,0.0,9605,16.4,0.3791,340.44,2460052.1,20085275,85275,0
 85490 (1997 SE5),0.6608,2.57,247.61,94.19,1.276,6.25,14555.0,0.0,868,14.82,0.135,194.77,2461224.07,20085490,85490,0
 85585 Mjolnir (1998 FG2),0.3562,4.08,2.31,95.41,0.835,1.76,2039.0,0.0,196,21.64,0.6668,357.43,2460004.35,20085585,85585,1
 85628 (1998 KV2),0.3316,13.03,66.74,50.59,1.064,2.12,8781.0,0.0,5961,17.24,0.4905,207.68,2460311.03,20085628,85628,0
 85640 (1998 OX4),0.4858,4.51,299.59,117.26,0.813,2.35,7584.0,0.0,274,21.14,0.4961,77.64,2459843.99,20085640,85640,1
 85709 (1998 SG36),0.3379,24.84,186.58,29.73,1.09,2.2,9018.0,0.0,3029,15.95,0.4668,342.02,2460039.03,20085709,85709,0
 85713 (1998 SS49),0.6386,10.78,40.96,103.15,0.695,3.15,9000.0,0.0,1417,15.83,0.3694,17.86,2459952.15,20085713,85713,1
 85770 (1998 UP1),0.3452,33.18,18.33,234.21,0.653,1.34,11368.0,0.0,460,20.71,0.9886,243.74,2460118.11,20085770,85770,0
 85774 (1998 UT18),0.3289,13.59,64.63,50.16,0.941,1.86,11787.0,0.0,777,19.17,0.5932,182.76,2460299.32,20085774,85774,1
 85804 (1998 WQ5),0.3542,27.66,285.72,269.8,1.112,2.33,12082.0,0.0,2643,15.4,0.4364,169.45,2459612.19,20085804,85804,0
 85818 (1998 XM4),0.4164,62.72,235.64,301.25,0.967,2.35,10959.0,0.0,871,15.48,0.4622,29.15,2459937.44,20085818,85818,0
 85839 (1998 YO4),0.2483,9.32,28.53,199.53,1.243,2.06,10987.0,0.0,2026,16.61,0.4635,353.74,2460014.0,20085839,85839,0
 85867 (1999 BY9),0.3019,0.94,254.16,287.78,1.278,2.38,9891.0,0.0,715,18.3,0.3979,225.05,2460339.64,20085867,85867,0
 85938 (1999 DJ4),0.4839,9.14,19.89,197.7,0.957,2.75,8621.0,0.0,637,18.72,0.3905,167.59,2459571.32,20085938,85938,1
 85953 (1999 FK21),0.7031,12.61,180.47,172.41,0.219,1.26,19021.0,0.0,1629,18.15,1.552,146.91,2459905.86,20085953,85953,0
 85989 (1999 JD6),0.6328,17.06,130.16,309.23,0.324,1.44,12028.0,0.0,3126,17.12,1.188,345.81,2460012.44,20085989,85989,1
